:Item Number,PriceA,PriceB,PriceC,PriceD,PriceE,PriceF,PriceWD,CorePrice
323-775,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-776,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-777,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-778,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-779,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-780,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-781,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-782,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-783,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-784,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-785,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-786,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-787,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-788,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-789,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-790,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-791,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-792,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-793,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-794,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-795,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-796,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-797,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-798,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-799,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-800,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-801,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-802,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-803,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-804,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-805,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-806,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-807,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-808,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-809,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-810,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-811,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-812,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-813,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-814,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-815,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-816,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-817,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-818,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-819,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-820,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-821,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-822,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-823,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-824,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-825,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-826,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-827,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-828,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-829,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-830,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-831,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-832,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-833,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-834,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-835,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-836,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-837,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-838,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-839,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-840,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-841,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-842,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-843,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-844,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-845,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-846,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-847,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-848,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-849,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-850,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-851,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-852,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-853,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-854,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-855,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-856,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-857,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-858,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-859,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-860,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-861,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-862,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-863,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-864,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-865,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-866,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-867,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-868,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-869,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-870,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-871,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-872,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-873,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-874,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-875,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-876,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-877,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-878,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-879,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-880,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-881,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-882,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-883,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-884,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-885,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-886,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-887,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-888,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-889,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-890,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-891,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-892,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-893,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-894,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-895,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-896,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-897,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-898,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-899,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-900,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-901,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-902,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-903,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-904,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-905,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-906,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-907,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-908,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-909,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-910,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-911,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-912,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-913,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-914,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-915,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-916,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-917,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-918,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-919,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-920,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-921,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-922,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-923,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-924,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-925,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-926,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-927,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-928,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-929,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-930,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-931,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-932,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-933,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-934,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-935,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-936,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-937,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-938,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-939,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-940,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-941,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-942,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-943,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-944,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-945,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-946,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-947,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-948,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-949,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-950,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-951,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-952,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-953,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-954,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-955,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-956,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-957,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-958,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-959,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-960,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-961,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-962,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-963,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-964,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-965,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-966,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-967,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-968,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-969,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-970,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-971,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-972,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-973,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-974,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-975,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-976,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-977,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-978,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-979,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-980,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-981,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-982,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-983,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-984,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-985,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-986,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-987,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-988,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-989,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-990,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-991,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-992,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-993,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-994,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-995,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-996,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-997,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-998,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-999,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1000,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1001,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1002,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1003,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1004,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1005,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1006,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1007,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1008,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1009,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1010,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1011,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1012,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1013,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1014,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1015,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1016,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1017,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1018,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1019,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1020,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1021,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1022,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1023,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1024,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1025,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1026,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1027,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1028,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1029,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1030,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1031,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1032,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1033,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1034,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1035,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1036,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1037,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1038,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1039,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1040,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1041,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1042,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1043,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1044,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1045,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1046,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1047,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1048,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1049,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1050,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1051,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1052,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1053,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1054,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1055,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1056,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1057,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1058,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1059,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1060,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1061,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1062,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1063,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1064,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1065,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1066,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1067,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1068,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1069,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1070,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1071,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1072,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1073,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1074,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1075,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1076,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1077,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1078,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1079,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1080,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1081,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1082,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1083,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1084,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1085,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1086,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1087,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1088,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1089,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1090,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1091,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1092,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1093,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1094,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1095,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1096,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1097,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1098,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1099,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1100,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1101,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1102,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1103,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1104,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1105,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1106,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1107,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1108,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1109,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1110,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1111,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1112,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1113,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1114,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1115,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1116,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1117,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1118,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1119,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1120,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1121,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1122,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1123,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1124,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1125,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1126,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1127,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1128,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1129,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1130,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1131,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1132,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1133,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1134,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1135,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1136,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1137,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1138,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1139,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1140,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1141,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1142,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1143,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1144,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1145,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1146,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1147,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1148,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1149,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1150,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1151,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1152,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1153,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1154,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1155,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1156,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
323-1157,76.34,87.79,100.96,116.1,133.52,153.55,57.26,25.00
